#PACHECO
Medicamentos;0 0 21 * * 0;PACHECO;https://www.drogariasPACHECO.com.br/medicamentos;
Saúde e Bem Estar;0 0 21 * * 1;PACHECO;https://www.drogariasPACHECO.com.br/saude-e-bem-estar;
Beleza e Higiene;0 0 21 * * 2;PACHECO;https://www.drogariasPACHECO.com.br/beleza-e-higiene;
Mamãe e Bebê;0 0 21 * * 3;PACHECO;https://www.drogariasPACHECO.com.br/mamae-e-bebe;
Genéricos;0 0 21 * * 4;PACHECO;https://www.drogariasPACHECO.com.br/genericos;
Leites e fórmulas infantis;0 0 21 * * 5;PACHECO;https://www.drogariasPACHECO.com.br/mamae-e-bebe/alimentos-infantis/leites-e-formulas-infantis;
Fraldas;0 0 21 * * 6;PACHECO;https://www.drogariasPACHECO.com.br/fraldas;
Complemento Alimentar;0 0 21 * * 7;PACHECO;https://www.drogariasPACHECO.com.br/saude-e-bem-estar/alimentos-saudaveis/complemento-alimentar;
Mundo Infantil;0 0 10 * * 1;PACHECO;https://www.drogariasPACHECO.com.br/mamae-e-bebe
Adoçantes;0 0 10 * * 1;PACHECO;https://www.drogariasPACHECO.com.br/saude-e-bem-estar/alimentos-saudaveis/adocantes?PS=48
Protetor Solar;0 0 10 * * 1;PACHECO;https://www.drogariasPACHECO.com.br/protetor-solar
Primeiros Socorros;0 0 10 * * 1;PACHECO;https://www.drogariasPACHECO.com.br/home-care/primeiros-socorros
Diabetes;0 0 10 * * 1;PACHECO; https://www.drogariasPACHECO.com.br/home-care
Cuidados com a Pele;0 0 10 * * 1;PACHECO;https://www.drogariasPACHECO.com.br/beleza-e-higiene/
Medicamentos;0 0 10 * * 1;PACHECO;https://www.drogariasPACHECO.com.br/medicamentos
Pomadas;0 0 10 * * 1;PACHECO;https://www.drogariasPACHECO.com.br/pesquisa?q=pomada
#RAIA
Medicamentos;0 0 5 * * 0;RAIA;https://www.drogaRAIA.com.br/saude/medicamentos.html;
Saúde e Bem Estar;0 0 5 * * 1;RAIA;https://www.drogaRAIA.com.br/saude/bem-estar.html;
Beleza e Higiene;0 0 5 * * 2;RAIA;https://www.drogaRAIA.com.br/drogaRAIA-cuidados-diarios.html;
Coisas de Criança;0 0 5 * * 3;RAIA;https://www.drogaRAIA.com.br/coisas-de-crianca.html;
Genéricos;0 0 5 * * 4;RAIA;https://www.drogaRAIA.com.br/saude/medicamentos/genericos-de-a-z.html;
